ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk
5052799,Female,No,Yes,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210,-2454,Yes,No,Yes,No,,1.0,-13.0,0
5052801,Female,No,Yes,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210,-2454,Yes,No,Yes,No,,1.0,-28.0,0
5052802,Female,No,Yes,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210,-2454,Yes,No,Yes,No,,1.0,-14.0,0
5052803,Female,No,Yes,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210,-2454,Yes,No,Yes,No,,1.0,-9.0,0
5052804,Female,No,Yes,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210,-2454,Yes,No,Yes,No,,1.0,-6.0,0
5052805,Female,No,Yes,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210,-2454,Yes,No,Yes,No,,1.0,-5.0,0
5052806,Female,No,Yes,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210,-2454,Yes,No,Yes,No,,1.0,-2.0,0
5052807,Male,Yes,Yes,1,180000.0,Working,Higher education,Married,House / apartment,-8362,-352,Yes,No,No,No,Drivers,3.0,-14.0,0
5052808,Male,Yes,Yes,1,180000.0,Working,Higher education,Married,House / apartment,-8362,-352,Yes,No,No,No,Drivers,3.0,-10.0,0
5052809,Male,Yes,Yes,1,180000.0,Working,Higher education,Married,House / apartment,-8362,-352,Yes,No,No,No,Drivers,3.0,-1.0,0
5052810,Female,No,Yes,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17189,-4523,Yes,No,No,No,Managers,2.0,-10.0,0
5052811,Female,No,Yes,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17189,-4523,Yes,No,No,No,Managers,2.0,-38.0,0
5052812,Female,No,Yes,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17189,-4523,Yes,No,No,No,Managers,2.0,-4.0,0
5052813,Female,No,Yes,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17189,-4523,Yes,No,No,No,Managers,2.0,-14.0,0
5052815,Female,No,Yes,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14534,-1054,Yes,No,Yes,No,High skill tech staff,1.0,-5.0,0
5052818,Female,No,Yes,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14534,-1054,Yes,No,Yes,No,High skill tech staff,1.0,-56.0,0
5052819,Female,No,Yes,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14534,-1054,Yes,No,Yes,No,High skill tech staff,1.0,-44.0,0
5052823,Female,No,Yes,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14534,-1054,Yes,No,Yes,No,High skill tech staff,1.0,-53.0,0
5052824,Female,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14420,-3550,Yes,No,No,No,Managers,3.0,-27.0,0
5052825,Female,Yes,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14420,-3550,Yes,No,No,No,Managers,3.0,-53.0,0
5052826,Female,No,Yes,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13674,-1114,Yes,No,No,No,Cleaning staff,1.0,-44.0,0
5052827,Female,No,Yes,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13674,-1114,Yes,No,No,No,Cleaning staff,1.0,-25.0,0
5052828,Female,No,Yes,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13674,-1114,Yes,No,No,No,Cleaning staff,1.0,-34.0,0
5052829,Female,Yes,No,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,Yes,No,No,Yes,,3.0,-7.0,0
5052830,Female,Yes,No,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,Yes,No,No,Yes,,3.0,-11.0,0
5052832,Female,Yes,No,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,Yes,No,No,Yes,,3.0,-37.0,0
5052833,Female,Yes,No,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,Yes,No,No,Yes,,3.0,-40.0,0
5052834,Female,Yes,No,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,Yes,No,No,Yes,,3.0,-43.0,0
5052835,Female,Yes,No,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,Yes,No,No,Yes,,3.0,-22.0,0
5052836,Female,Yes,No,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,Yes,No,No,Yes,,3.0,-43.0,0
5052837,Female,Yes,No,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,Yes,No,No,Yes,,3.0,-40.0,0
5052838,Female,Yes,No,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10858,-3215,Yes,No,No,Yes,,3.0,-7.0,0
5052839,Female,No,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19984,-3915,Yes,No,No,No,Cleaning staff,2.0,-10.0,0
5052840,Female,No,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19984,-3915,Yes,No,No,No,Cleaning staff,2.0,-46.0,0
5052841,Female,No,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19984,-3915,Yes,No,No,No,Cleaning staff,2.0,-14.0,0
5052842,Female,No,Yes,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15724,-1389,Yes,Yes,Yes,No,Sales staff,2.0,-37.0,0
5052845,Female,No,Yes,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15724,-1389,Yes,Yes,Yes,No,Sales staff,2.0,-15.0,0
5052846,Female,No,Yes,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15724,-1389,Yes,Yes,Yes,No,Sales staff,2.0,-40.0,0
5052847,Female,No,Yes,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15724,-1389,Yes,Yes,Yes,No,Sales staff,2.0,-54.0,0
5052848,Female,No,Yes,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15724,-1389,Yes,Yes,Yes,No,Sales staff,2.0,-40.0,0
5052849,Female,No,Yes,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15724,-1389,Yes,Yes,Yes,No,Sales staff,2.0,-23.0,0
5052850,Female,No,Yes,0,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15724,-1389,Yes,Yes,Yes,No,Sales staff,2.0,-1.0,0
5052852,Female,No,Yes,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197,-1389,Yes,No,No,No,Sales staff,4.0,-51.0,0
5052855,Female,No,Yes,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197,-1389,Yes,No,No,No,Sales staff,4.0,-50.0,0
5052856,Female,No,Yes,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197,-1389,Yes,No,No,No,Sales staff,4.0,-41.0,0
5052857,Female,No,Yes,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197,-1389,Yes,No,No,No,Sales staff,4.0,-26.0,0
5052858,Female,No,Yes,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197,-1389,Yes,No,No,No,Sales staff,4.0,-18.0,0
5052859,Female,No,Yes,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197,-1389,Yes,No,No,No,Sales staff,4.0,-7.0,0
5052860,Female,No,Yes,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14197,-1389,Yes,No,No,No,Sales staff,4.0,-2.0,0
5052864,Female,No,Yes,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870,-3458,Yes,Yes,Yes,No,Sales staff,2.0,-37.0,0
5052865,Female,No,Yes,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870,-3458,Yes,Yes,Yes,No,Sales staff,2.0,-13.0,0
5052866,Female,No,Yes,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870,-3458,Yes,Yes,Yes,No,Sales staff,2.0,-18.0,0
5052867,Female,No,Yes,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870,-3458,Yes,Yes,Yes,No,Sales staff,2.0,-37.0,0
5052871,Male,No,Yes,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-20562,-2178,Yes,No,No,No,Drivers,2.0,-16.0,0
5052872,Male,No,Yes,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-20562,-2178,Yes,No,No,No,Drivers,2.0,-29.0,0
5052873,Male,Yes,Yes,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22851,365243,Yes,No,No,No,,2.0,-39.0,0
5052875,Male,Yes,Yes,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22851,365243,Yes,No,No,No,,2.0,-16.0,0
5052876,Male,Yes,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,Yes,No,No,No,Drivers,2.0,-22.0,0
5052878,Male,Yes,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,Yes,No,No,No,Drivers,2.0,-22.0,0
5052880,Male,Yes,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,Yes,No,No,No,Drivers,2.0,-30.0,0
5052881,Male,Yes,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,Yes,No,No,No,Drivers,2.0,-34.0,0
5052883,Male,Yes,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,Yes,No,No,No,Drivers,2.0,-44.0,0
5052885,Male,Yes,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,Yes,No,No,No,Drivers,2.0,-8.0,0
5052886,Female,No,Yes,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,-21421,365243,Yes,No,No,No,,2.0,-40.0,0
5052887,Female,No,Yes,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24127,365243,Yes,No,No,No,,1.0,-8.0,0
5052888,Female,No,Yes,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24127,365243,Yes,No,No,No,,1.0,-5.0,0
5052889,Male,Yes,Yes,1,382500.0,Working,Higher education,Married,House / apartment,-16269,-2728,Yes,No,No,No,Managers,3.0,-11.0,0
5052890,Male,Yes,Yes,1,382500.0,Working,Higher education,Married,House / apartment,-16269,-2728,Yes,No,No,No,Managers,3.0,-54.0,0
5052891,Male,No,No,0,180000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-17470,-8298,Yes,No,No,No,Laborers,1.0,-2.0,0
5052892,Male,No,No,0,180000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-17470,-8298,Yes,No,No,No,Laborers,1.0,-5.0,0
5052893,Male,No,No,0,180000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-17470,-8298,Yes,No,No,No,Laborers,1.0,-16.0,0
5052894,Male,Yes,Yes,0,139500.0,Commercial associate,Higher education,Married,House / apartment,-8723,-263,Yes,Yes,No,No,Managers,2.0,-13.0,0
5052895,Male,Yes,Yes,0,139500.0,Commercial associate,Higher education,Married,House / apartment,-8723,-263,Yes,Yes,No,No,Managers,2.0,-20.0,0
5052896,Male,Yes,Yes,0,139500.0,Commercial associate,Higher education,Married,House / apartment,-8723,-263,Yes,Yes,No,No,Managers,2.0,-14.0,0
5052897,Male,Yes,Yes,0,139500.0,Commercial associate,Higher education,Married,House / apartment,-8723,-263,Yes,Yes,No,No,Managers,2.0,-21.0,0
5052898,Male,Yes,Yes,0,139500.0,Commercial associate,Higher education,Married,House / apartment,-8723,-263,Yes,Yes,No,No,Managers,2.0,0.0,0
5052899,Male,Yes,Yes,0,139500.0,Commercial associate,Higher education,Married,House / apartment,-8723,-263,Yes,Yes,No,No,Managers,2.0,-18.0,0
5052900,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-37.0,0
5052901,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-29.0,0
5052902,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-33.0,0
5052903,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-3.0,0
5052904,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-11.0,0
5052905,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-37.0,0
5052906,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-46.0,0
5052907,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-36.0,0
5052908,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-25.0,0
5052909,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-21.0,0
5052910,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-11.0,0
5052911,Female,No,Yes,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,Yes,No,No,No,,2.0,-11.0,0
5052912,Male,No,No,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13650,-3945,Yes,No,No,No,Laborers,2.0,-37.0,0
5052916,Male,No,No,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13650,-3945,Yes,No,No,No,Laborers,2.0,-42.0,0
5052918,Male,No,No,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13650,-3945,Yes,No,No,No,Laborers,2.0,-42.0,0
5052919,Male,No,No,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13650,-3945,Yes,No,No,No,Laborers,2.0,-11.0,0
5052920,Male,No,No,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13650,-3945,Yes,No,No,No,Laborers,2.0,-11.0,0
5052921,Female,No,Yes,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,Yes,No,No,No,,2.0,-50.0,0
5052922,Female,No,Yes,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,Yes,No,No,No,,2.0,-10.0,0
5052923,Female,No,Yes,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,Yes,No,No,No,,2.0,-7.0,0
5052924,Female,No,Yes,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,Yes,No,No,No,,2.0,-54.0,0
5052925,Female,No,Yes,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,Yes,No,No,No,,2.0,-45.0,0
5052926,Female,No,Yes,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,Yes,No,No,No,,2.0,-14.0,0
5052927,Male,Yes,Yes,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-21222,-3154,Yes,No,No,No,Drivers,1.0,-29.0,0
5052929,Male,Yes,Yes,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-21222,-3154,Yes,No,No,No,Drivers,1.0,-20.0,0
5052930,Male,Yes,Yes,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-21222,-3154,Yes,No,No,No,Drivers,1.0,-9.0,0
5052931,Female,No,Yes,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24044,365243,Yes,No,Yes,No,,2.0,-36.0,0
5052932,Female,No,Yes,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24044,365243,Yes,No,Yes,No,,2.0,-36.0,0
5052933,Female,No,Yes,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24044,365243,Yes,No,Yes,No,,2.0,-37.0,0
5052934,Female,No,Yes,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24044,365243,Yes,No,Yes,No,,2.0,-34.0,0
5052935,Female,No,Yes,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24044,365243,Yes,No,Yes,No,,2.0,-36.0,0
5052936,Female,No,Yes,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24044,365243,Yes,No,Yes,No,,2.0,-13.0,0
5052937,Male,Yes,Yes,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17259,-1420,Yes,No,No,No,Drivers,1.0,-56.0,0
5052938,Male,Yes,Yes,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17259,-1420,Yes,No,No,No,Drivers,1.0,-56.0,0
5052941,Male,Yes,Yes,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17259,-1420,Yes,No,No,No,Drivers,1.0,-13.0,0
5052942,Male,Yes,Yes,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17259,-1420,Yes,No,No,No,Drivers,1.0,-7.0,0
5052943,Male,Yes,Yes,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17259,-1420,Yes,No,No,No,Drivers,1.0,-7.0,0
5052946,Female,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,Yes,No,Yes,No,,1.0,-12.0,0
5052950,Female,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,Yes,No,Yes,No,,1.0,-28.0,0
5052952,Female,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,Yes,No,Yes,No,,1.0,-56.0,1
5052954,Female,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,Yes,No,Yes,No,,1.0,-52.0,0
5052955,Female,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,Yes,No,Yes,No,,1.0,-34.0,0
5052956,Female,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,Yes,No,Yes,No,,1.0,-4.0,0
5052957,Female,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,Yes,No,Yes,No,,1.0,-17.0,0
5052958,Female,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,Yes,No,Yes,No,,1.0,-3.0,0
5052959,Female,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340,365243,Yes,No,Yes,No,,1.0,-4.0,0
5052962,Male,Yes,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984,-2606,Yes,No,No,No,Laborers,2.0,-45.0,0
5052963,Male,Yes,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984,-2606,Yes,No,No,No,Laborers,2.0,-29.0,0
5052964,Male,Yes,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984,-2606,Yes,No,No,No,Laborers,2.0,-41.0,0
5052965,Male,Yes,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984,-2606,Yes,No,No,No,Laborers,2.0,-14.0,0
5052966,Male,Yes,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984,-2606,Yes,No,No,No,Laborers,2.0,-7.0,0
5052967,Male,Yes,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984,-2606,Yes,No,No,No,Laborers,2.0,-5.0,0
5052969,Female,No,Yes,1,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15218,-2150,Yes,No,No,No,Managers,3.0,-6.0,0
5052970,Male,Yes,Yes,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,Yes,No,Yes,No,Laborers,3.0,-14.0,0
5052971,Male,Yes,Yes,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,Yes,No,Yes,No,Laborers,3.0,-15.0,0
5052974,Male,Yes,Yes,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,Yes,No,Yes,No,Laborers,3.0,-48.0,0
5052975,Male,Yes,Yes,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,Yes,No,Yes,No,Laborers,3.0,-6.0,0
5052976,Male,Yes,Yes,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,Yes,No,Yes,No,Laborers,3.0,-47.0,0
5052977,Male,Yes,Yes,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,Yes,No,Yes,No,Laborers,3.0,-40.0,0
5052978,Male,Yes,Yes,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,Yes,No,Yes,No,Laborers,3.0,-38.0,0
5052979,Male,Yes,Yes,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16521,-1359,Yes,No,Yes,No,Laborers,3.0,-17.0,0
5052980,Female,No,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19304,-1601,Yes,No,No,No,Sales staff,2.0,-54.0,0
5052981,Female,No,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19304,-1601,Yes,No,No,No,Sales staff,2.0,-41.0,0
5052982,Female,No,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19304,-1601,Yes,No,No,No,Sales staff,2.0,-20.0,0
5052983,Female,No,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19304,-1601,Yes,No,No,No,Sales staff,2.0,-20.0,0
5052985,Male,Yes,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15088,-2759,Yes,No,No,No,Laborers,2.0,-34.0,0
5052986,Male,Yes,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15088,-2759,Yes,No,No,No,Laborers,2.0,-17.0,0
5052987,Male,Yes,Yes,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15088,-2759,Yes,No,No,No,Laborers,2.0,-14.0,0
5052988,Female,No,Yes,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,Yes,No,No,No,,2.0,-44.0,0
5052990,Female,No,Yes,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,Yes,No,No,No,,2.0,-50.0,0
5052991,Female,No,Yes,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,Yes,No,No,No,,2.0,-17.0,0
5052992,Female,No,Yes,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,Yes,No,No,No,,2.0,-60.0,0
5052993,Female,No,Yes,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,Yes,No,No,No,,2.0,-24.0,0
5052994,Female,No,Yes,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,Yes,No,No,No,,2.0,-17.0,0
5052997,Female,No,Yes,0,94500.0,Pensioner,Lower secondary,Separated,House / apartment,-22926,365243,Yes,No,No,No,,1.0,-18.0,0
5052999,Female,Yes,Yes,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14017,-2850,Yes,No,No,No,Managers,2.0,-35.0,0
5053000,Female,Yes,Yes,0,157500.0,Working,Incomplete higher,Married,House / apartment,-9389,-1632,Yes,Yes,Yes,No,,2.0,-54.0,0
5053001,Female,Yes,Yes,0,157500.0,Working,Incomplete higher,Married,House / apartment,-9389,-1632,Yes,Yes,Yes,No,,2.0,-10.0,0
5053002,Female,Yes,Yes,0,157500.0,Working,Incomplete higher,Married,House / apartment,-9389,-1632,Yes,Yes,Yes,No,,2.0,-5.0,0
5053003,Female,Yes,Yes,0,157500.0,Working,Incomplete higher,Married,House / apartment,-9389,-1632,Yes,Yes,Yes,No,,2.0,-4.0,0
5053004,Female,No,Yes,0,180000.0,Working,Lower secondary,Married,House / apartment,-16551,-5041,Yes,No,No,No,Cleaning staff,2.0,-14.0,0
5053005,Female,No,Yes,0,180000.0,Working,Lower secondary,Married,House / apartment,-16551,-5041,Yes,No,No,No,Cleaning staff,2.0,-3.0,0
5053006,Female,No,No,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,Yes,No,No,No,Medicine staff,1.0,-26.0,0
5053008,Female,No,No,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,Yes,No,No,No,Medicine staff,1.0,-38.0,0
5053011,Female,No,No,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,Yes,No,No,No,Medicine staff,1.0,-7.0,0
5053012,Female,No,No,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,Yes,No,No,No,Medicine staff,1.0,-57.0,0
5053013,Female,No,No,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,Yes,No,No,No,Medicine staff,1.0,-4.0,0
5053016,Female,No,No,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,Yes,No,No,No,Medicine staff,1.0,-57.0,0
5053017,Female,No,No,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,Yes,No,No,No,Medicine staff,1.0,-37.0,0
5053018,Female,No,No,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19200,-11951,Yes,No,No,No,Medicine staff,1.0,-34.0,0
5053019,Female,No,Yes,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22151,365243,Yes,No,No,No,,2.0,-6.0,0
5053021,Female,No,Yes,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22151,365243,Yes,No,No,No,,2.0,-54.0,0
5053022,Female,No,Yes,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22151,365243,Yes,No,No,No,,2.0,-34.0,0
5053023,Female,Yes,Yes,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14867,-475,Yes,Yes,Yes,No,Sales staff,2.0,-7.0,0
5053024,Female,Yes,Yes,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14867,-475,Yes,Yes,Yes,No,Sales staff,2.0,-20.0,0
5053025,Female,Yes,Yes,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14867,-475,Yes,Yes,Yes,No,Sales staff,2.0,-13.0,0
5053026,Female,Yes,Yes,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14867,-475,Yes,Yes,Yes,No,Sales staff,2.0,-1.0,0
5053029,Female,No,No,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24246,365243,Yes,No,No,No,,1.0,-41.0,0
5053030,Female,No,Yes,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20755,365243,Yes,No,No,No,,2.0,-15.0,0
5053031,Female,No,Yes,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20755,365243,Yes,No,No,No,,2.0,-19.0,0
5053032,Female,No,Yes,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20755,365243,Yes,No,No,No,,2.0,-13.0,0
5053033,Female,No,Yes,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20755,365243,Yes,No,No,No,,2.0,-13.0,0
